name,chembl_id,chembl_max_phase,indication_class,molecular_weight,logP,PSA,H_donors,H_acceptors,rotatable_bonds,SMILES,smiles_source,source,sources,ingredient,earliest_patent_expiry,earliest_exclusivity_date,ema_approved,pmda_approved,nosa_candidate,pubchem_cid,vapor_pressure_mmhg,vapor_pressure_raw,melting_point_c,melting_point_raw,boiling_point_c,boiling_point_raw
SINOMENINE,CHEMBL248095,3.0,,329.4,2.02,59.0,1.0,5.0,2.0,COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O,chembl,chembl,chembl,,,,False,False,False,5459308.0,,,,,,
PRELADENANT,CHEMBL240624,3.0,,503.57,2.16,125.0,1.0,12.0,9.0,COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,chembl,chembl,chembl,,,,False,False,False,10117987.0,,,,,,
5-FLUORONICOTINIC ACID,CHEMBL397783,3.0,,141.1,0.92,50.19,1.0,2.0,1.0,O=C(O)c1cncc(F)c1,chembl,chembl,chembl,,,,False,False,False,120232.0,,,,,,
DEXPRAMIPEXOLE,CHEMBL249420,3.0,,211.33,1.58,50.94,2.0,4.0,3.0,CCCN[C@@H]1CCc2nc(N)sc2C1,chembl,chembl,chembl,,,,False,False,False,59868.0,,,,,,
RAC-3-N-BUTYLPHTHALIDE,CHEMBL248594,3.0,,190.24,3.09,26.3,0.0,2.0,3.0,CCCCC1OC(=O)c2ccccc21,chembl,chembl,chembl,,,,False,False,False,61361.0,,,,,177.0,177.00 to 178.00 °C. @ 15.00 mm Hg
BROMOPRIDE,CHEMBL399510,3.0,,344.25,2.11,67.59,2.0,4.0,7.0,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,chembl,chembl,chembl,,,,False,False,False,2446.0,,,134.0,134-135,,
LERCANIDIPINE,CHEMBL250270,3.0,,611.74,6.48,111.01,1.0,8.0,12.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,chembl,chembl,chembl,,,,False,False,False,65866.0,,,,,,
SUCROSE,CHEMBL253582,3.0,,342.3,-5.4,189.53,8.0,11.0,5.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,chembl,chembl,chembl,,,,False,False,False,5988.0,0.0,"0 mmHg (approx) (NIOSH, 2024)",160.0,"320 to 367 °F (decomposes) (NTP, 1992)",1992.0,"Decomposes (NTP, 1992)"
(R)-MELPHALAN,CHEMBL250892,3.0,,305.21,1.93,66.56,2.0,3.0,8.0,N[C@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,chembl,chembl,chembl,,,,False,False,False,20189.0,,,,,,
OLMESARTAN,CHEMBL1516,3.0,,446.51,3.66,129.81,3.0,7.0,8.0,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,chembl,chembl,chembl,,,,False,False,False,158781.0,,,175.0,175 - 180 °C,,
TILARGININE,CHEMBL256147,3.0,,188.23,-1.08,111.23,5.0,3.0,5.0,CNC(=N)NCCC[C@H](N)C(=O)O,chembl,chembl,chembl,,,,False,False,False,132862.0,,,,,,
ICILLIN,CHEMBL258405,3.0,,311.3,2.87,95.71,2.0,4.0,3.0,O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O,chembl,chembl,chembl,,,,False,False,False,161930.0,,,,,,
OBATOCLAX,CHEMBL408194,3.0,,317.39,4.49,53.17,2.0,2.0,3.0,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C,chembl,chembl,chembl,,,,False,False,False,11404337.0,,,,,,
EVOFOSFAMIDE,CHEMBL260046,3.0,,449.04,1.92,111.32,2.0,6.0,10.0,Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+](=O)[O-],chembl,chembl,chembl,,,,False,False,False,11984561.0,,,,,,
GUSPERIMUS,CHEMBL406117,3.0,,387.53,-1.31,178.38,8.0,6.0,17.0,N=C(N)NCCCCCCC(=O)NC(O)C(=O)NCCCCNCCCN,chembl,chembl,chembl,,,,False,False,False,55362.0,,,,,,
DANOPREVIR,CHEMBL258734,3.0,,731.84,3.14,180.52,3.0,9.0,5.0,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,chembl,chembl,chembl,,,,False,False,False,11285588.0,,,,,,
ASOPRISNIL,CHEMBL267431,3.0,,449.59,5.43,68.12,1.0,5.0,5.0,COC[C@]1(OC)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(/C=N/O)cc3)C[C@@]21C,chembl,chembl,chembl,,,,False,False,False,9577221.0,,,,,,
MENATETRENONE,CHEMBL259223,3.0,,444.66,8.92,34.14,0.0,2.0,11.0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,chembl,chembl,chembl,,,,False,False,False,5282367.0,,,,,,
GLUTATHIONE,CHEMBL1543,3.0,,307.33,-2.21,158.82,6.0,6.0,9.0,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,chembl,chembl,chembl,,,,False,False,False,124886.0,,,195.0,195 °C,,
INDIPLON,CHEMBL262075,3.0,,376.44,3.67,67.57,0.0,6.0,4.0,CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,chembl,chembl,chembl,,,,False,False,False,6450813.0,,,,,,
ISAVUCONAZOLE,CHEMBL409153,3.0,,437.48,4.24,87.62,1.0,7.0,6.0,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F,chembl,chembl,chembl,,,,False,False,False,6918485.0,,,,,,
EPLIVANSERIN,CHEMBL257704,3.0,,328.39,3.53,45.06,1.0,4.0,7.0,CN(C)CCO/N=C(/C=C/c1ccc(O)cc1)c1ccccc1F,chembl,chembl,chembl,,,,False,False,False,135456190.0,,,,,,
OZ277,CHEMBL404431,3.0,,392.54,3.25,82.81,2.0,5.0,4.0,CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,chembl,chembl,chembl,,,,False,False,False,10475633.0,,,,,,
RETOSIBAN,CHEMBL429736,3.0,,494.59,2.04,104.98,1.0,6.0,6.0,CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1coc(C)n1,chembl,chembl,chembl,,,,False,False,False,11340891.0,,,,,,
6-O-BENZYLGUANINE,CHEMBL407874,3.0,,241.25,1.51,89.71,2.0,5.0,3.0,Nc1nc(OCc2ccccc2)c2nc[nH]c2n1,chembl,chembl,chembl,,,,False,False,False,4578.0,,,,,,
BRIVANIB ALANINATE,CHEMBL270995,3.0,,441.46,3.42,116.76,2.0,8.0,7.0,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,chembl,chembl,chembl,,,,False,False,False,11154925.0,,,,,,
SENICAPOC,CHEMBL405821,3.0,,323.34,3.78,43.09,1.0,1.0,4.0,NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1,chembl,chembl,chembl,,,,False,False,False,216327.0,,,,,,
GLYCOCHOLIC ACID,CHEMBL411070,3.0,,465.63,2.56,127.09,5.0,5.0,6.0,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,chembl,chembl,chembl,,,,False,False,False,10140.0,,,170.0,170 °C,,
TAUROLITHOCHOLIC ACID,CHEMBL408701,3.0,,483.72,4.43,103.7,3.0,4.0,7.0,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,chembl,chembl,chembl,,,,False,False,False,439763.0,,,212.0,212 - 213 °C,,
HESPERIDIN,CHEMBL449317,3.0,,610.57,-1.16,234.29,8.0,15.0,7.0,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,chembl,chembl,chembl,,,,False,False,False,10621.0,,,,,,
INOSINE,CHEMBL1556,3.0,,268.23,-2.27,133.49,4.0,8.0,2.0,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,chembl,chembl,chembl,,,,False,False,False,135398641.0,,,218.0,218 °C,,
GENIPIN,CHEMBL459016,3.0,,226.23,-0.05,75.99,2.0,5.0,2.0,COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12,chembl,chembl,chembl,,,,False,False,False,442424.0,,,,,,
DEXBORNEOL,CHEMBL486208,3.0,,154.25,2.19,20.23,1.0,1.0,0.0,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,chembl,chembl,chembl,,,,False,False,False,6552009.0,,,,,,
LEVOMENTHOL,CHEMBL470670,3.0,,156.27,2.44,20.23,1.0,1.0,1.0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,chembl,chembl,chembl,,,,False,False,False,16666.0,1.0,"1 mmHg at 133 °F approximately (NTP, 1992)",37.77777777777778,"100 °F (NTP, 1992)",216.11111111111111,"421 °F at 760 mmHg (NTP, 1992)"
THIMEROSAL,CHEMBL508338,3.0,,404.82,,,,,,,,chembl,chembl,,,,False,False,False,16684434.0,,,232.22222222222223,"450 to 451 °F (decomposes) (NTP, 1992)",,
CHLORHEXIDINE DIACETATE,CHEMBL486819,3.0,,625.56,4.18,167.58,10.0,4.0,9.0,CC(=O)O.CC(=O)O.NC(=N\CCCCCC/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,chembl,chembl,chembl,,,,False,False,False,9562059.0,,,,,,
ICOSAPENT,CHEMBL460026,3.0,,302.46,5.99,37.3,1.0,1.0,13.0,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,chembl,chembl,chembl,,,,False,False,False,446284.0,,,,,,
SEMAGACESTAT,CHEMBL520733,3.0,,361.44,0.38,98.74,3.0,4.0,5.0,CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21,chembl,chembl,chembl,,,,False,False,False,9843750.0,,,,,,
TETRODOTOXIN,CHEMBL507974,3.0,,319.27,-5.52,190.25,8.0,11.0,1.0,NC1=N[C@H](O)[C@H]2[C@H]3O[C@]4(O)O[C@@H]([C@@H](O)[C@@]2(N1)[C@@H]4O)[C@]3(O)CO,chembl,chembl,chembl,,,,False,False,False,11174599.0,,,225.0,225 °C (decomposes),,
BICIFADINE,CHEMBL511099,3.0,,173.26,1.86,12.03,1.0,1.0,1.0,Cc1ccc(C23CNCC2C3)cc1,chembl,chembl,chembl,,,,False,False,False,47953.0,,,,,,
CILOMILAST,CHEMBL511115,3.0,,343.42,4.05,79.55,1.0,4.0,5.0,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,chembl,chembl,chembl,,,,False,False,False,151170.0,,,,,,
CILNIDIPINE,CHEMBL452076,3.0,,492.53,4.28,117.0,1.0,8.0,10.0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,chembl,chembl,chembl,,,,False,False,False,5282138.0,,,110.0,110ºC,653.0,653ºC
MITIGLINIDE,CHEMBL471498,3.0,,315.41,2.97,57.61,1.0,2.0,5.0,O=C(O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1,chembl,chembl,chembl,,,,False,False,False,121891.0,,,,,,
EXISULIND,CHEMBL488025,3.0,,372.42,4.03,71.44,1.0,3.0,4.0,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,chembl,chembl,chembl,,,,False,False,False,5472495.0,,,,,,
TROFOSFAMIDE,CHEMBL462019,3.0,,323.59,2.84,32.78,0.0,2.0,7.0,O=P1(N(CCCl)CCCl)OCCCN1CCCl,chembl,chembl,chembl,,,,False,False,False,65702.0,,,,,,
LACIDIPINE,CHEMBL460291,3.0,,455.55,4.4,90.93,1.0,7.0,7.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,chembl,chembl,chembl,,,,False,False,False,5311217.0,,,,,,
NITRENDIPINE,CHEMBL475534,3.0,,360.37,2.57,107.77,1.0,7.0,5.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,chembl,chembl,chembl,,,,False,False,False,4507.0,,,156.0,156-160 °C,,
BAMBUTEROL,CHEMBL521589,3.0,,367.45,2.23,91.34,2.0,6.0,5.0,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,chembl,chembl,chembl,,,,False,False,False,54766.0,,,,,,
PORFIROMYCIN,CHEMBL521078,3.0,,348.36,-1.31,127.96,2.0,8.0,3.0,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@H]1[C@@H]2N1C,chembl,chembl,chembl,,,,False,False,False,13116.0,,,,,,
PROPATYL NITRATE,CHEMBL488280,3.0,,269.17,0.01,157.11,0.0,9.0,10.0,CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],chembl,chembl,chembl,,,,False,False,False,66261.0,,,,,,
L-CITRULLINE,CHEMBL444814,3.0,,175.19,-1.15,118.44,4.0,3.0,5.0,NC(=O)NCCC[C@H](N)C(=O)O,chembl,chembl,chembl,,,,False,False,False,9750.0,,,235.5,235.5 °C,,
CAMICINAL,CHEMBL489095,3.0,,424.56,3.27,47.61,2.0,4.0,6.0,C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,chembl,chembl,chembl,,,,False,False,False,15984937.0,,,,,,
FILIBUVIR,CHEMBL490672,3.0,,503.65,5.12,102.5,1.0,8.0,8.0,CCc1cc(CC[C@]2(C3CCCC3)CC(O)=C(Cc3nc4nc(C)cc(C)n4n3)C(=O)O2)cc(CC)n1,chembl,chembl,chembl,,,,False,False,False,54708673.0,,,,,,
ALMOREXANT,CHEMBL455136,3.0,,512.57,5.74,50.8,1.0,4.0,8.0,CNC(=O)[C@@H](c1ccccc1)N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1,chembl,chembl,chembl,,,,False,False,False,23727689.0,,,,,,
PHOSPHATIDYLCHOLINE,CHEMBL503481,3.0,,798.19,10.52,111.19,0.0,10.0,40.0,CCCCCCCCCCCCCCSCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CSCCCCCCCCCCCCCC,chembl,chembl,chembl,,,,False,False,False,,,,,,,
CEDIRANIB,CHEMBL491473,3.0,,450.51,5.22,72.5,1.0,6.0,8.0,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,chembl,chembl,chembl,,,,False,False,False,9933475.0,,,,,,
REMINERTANT,CHEMBL506981,3.0,,587.08,5.77,115.57,2.0,7.0,7.0,COc1cccc(OC)c1-c1cc(C(=O)NC2(C(=O)O)C3CC4CC(C3)CC2C4)nn1-c1ccnc2cc(Cl)ccc12,chembl,chembl,chembl,,,,False,False,False,119192.0,,,,,,
PHLOROGLUCINOL,CHEMBL473159,3.0,,126.11,0.8,60.69,3.0,3.0,0.0,Oc1cc(O)cc(O)c1,chembl,chembl,chembl,,,,False,False,False,359.0,0.00016,0.00016 [mmHg],218.5,218.5 °C,,
ACLARUBICIN,CHEMBL502620,3.0,,811.88,3.16,217.05,4.0,16.0,9.0,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,chembl,chembl,chembl,,,,False,False,False,451415.0,,,,,,
ISLATRAVIR,CHEMBL517231,3.0,,293.26,-0.81,119.31,3.0,8.0,2.0,C#C[C@]1(CO)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O,chembl,chembl,chembl,ISLATRAVIR,,2031-04-20,False,False,False,6483431.0,,,,,,
AMRUBICIN HYDROCHLORIDE,CHEMBL481958,3.0,,519.93,0.63,176.61,5.0,10.0,3.0,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O.Cl,chembl,chembl,chembl,,,,False,False,False,114897.0,,,,,,
DIACETYLMORPHINE,CHEMBL459324,3.0,,369.42,1.99,65.07,0.0,6.0,2.0,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,chembl,chembl,chembl,,,,False,False,False,5462328.0,7.59e-10,7.59X10-10 mm Hg at 25 °C,173.0,173 °C,272.0,272-274 °C at 1.20E+01 mm Hg
ODANACATIB,CHEMBL481611,3.0,,525.57,4.63,99.06,2.0,5.0,9.0,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,chembl,chembl,chembl,,,,False,False,False,10152654.0,,,,,,
PENTAERYTHRITOL TETRANITRATE,CHEMBL466659,3.0,,316.14,-1.19,209.48,0.0,12.0,12.0,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],chembl,chembl,chembl,,,,False,False,False,6518.0,1.4e-07,0.00000014 [mmHg],140.5,140.5 °C,205.0,Explodes at 205-215 °C
BICYCLOL,CHEMBL482035,3.0,,390.34,2.11,101.91,1.0,9.0,5.0,COC(=O)c1cc(OC)c2c(c1-c1c(CO)cc(OC)c3c1OCO3)OCO2,chembl,chembl,chembl,,,,False,False,False,9821754.0,,,,,,
EUCALYPTOL,CHEMBL485259,3.0,,154.25,2.74,9.23,0.0,1.0,0.0,CC12CCC(CC1)C(C)(C)O2,chembl,chembl,chembl,,,,False,False,False,2758.0,1.9,1.9 [mmHg],1.5000000000000016,"34.7 °F (NTP, 1992)",176.11111111111111,"349 to 351 °F at 760 mmHg (NTP, 1992)"
VELIPARIB,CHEMBL506871,3.0,,244.3,1.26,83.8,3.0,3.0,2.0,C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,chembl,chembl,chembl,,,,False,False,False,11960529.0,,,,,,
DOVITINIB,CHEMBL522892,3.0,,392.44,2.54,94.04,3.0,5.0,2.0,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,chembl,chembl,chembl,,,,False,False,False,135398510.0,,,,,,
CLEVUDINE,CHEMBL458875,3.0,,260.22,-1.57,104.55,3.0,6.0,2.0,Cc1cn([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)c(=O)[nH]c1=O,chembl,chembl,chembl,,,,False,False,False,73115.0,,,,,,
UBIDECARENONE,CHEMBL454801,3.0,,863.36,17.85,52.6,0.0,4.0,31.0,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,chembl,chembl,chembl,,,,False,False,False,5281915.0,,,50.0,50-52ºC,,
SQUALAMINE,CHEMBL444929,3.0,,627.98,5.55,133.91,5.0,7.0,16.0,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O,chembl,chembl,chembl,,,,False,False,False,72495.0,,,,,,
LYCOPENE,CHEMBL501174,3.0,,536.89,12.94,0.0,0.0,0.0,16.0,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,chembl,chembl,chembl,,,,False,False,False,446925.0,,,175.0,175 °C,,
GAMOLENIC ACID,CHEMBL464982,3.0,,278.44,5.66,37.3,1.0,1.0,13.0,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,chembl,chembl,chembl,,,,False,False,False,5280933.0,,,,,,
TRANSCROCETIN,CHEMBL464792,3.0,,328.41,4.61,74.6,2.0,2.0,8.0,CC(/C=C/C=C(\C)C(=O)O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O,chembl,chembl,chembl,,,,False,False,False,5281232.0,,,,,,
DENUFOSOL,CHEMBL507282,3.0,,773.32,-2.87,390.27,9.0,21.0,14.0,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)O2)c(=O)n1,chembl,chembl,chembl,,,,False,False,False,9875516.0,,,,,,
NAVITOCLAX,CHEMBL443684,3.0,,974.63,8.83,128.36,2.0,11.0,16.0,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,chembl,chembl,chembl,,,,False,False,False,24978538.0,,,,,,
ICARITIN,CHEMBL498485,3.0,,368.39,4.09,100.13,3.0,6.0,4.0,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)cc1,chembl,chembl,chembl,,,,False,False,False,5318980.0,,,,,,
LENABASUM,CHEMBL456341,3.0,,400.56,6.32,66.76,2.0,3.0,7.0,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C(=O)O)C[C@@H]21,chembl,chembl,chembl,,,,False,False,False,3083542.0,,,,,,
ERITORAN,CHEMBL501259,3.0,,1313.68,,,,,,CCCCCC/C=C\CCCCCCCCCC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)CC(=O)CCCCCCCCCCC)[C@@H](OCCCCCCCCCC)[C@@H]2O)O[C@H](COC)[C@@H](OP(=O)(O)O)[C@@H]1OCC[C@@H](CCCCCCC)OC,chembl,chembl,chembl,,,,False,False,False,6912404.0,,,,,,
FUMARIC ACID,CHEMBL503160,3.0,,116.07,-0.29,74.6,2.0,2.0,2.0,O=C(O)/C=C/C(=O)O,chembl,chembl,chembl,,,,False,False,False,444972.0,0.000154,0.000154 [mmHg],300.0,"572 to 576 °F (NTP, 1992)",165.0,"329 °F at 1.7 mmHg ; sublimes (NTP, 1992)"
ZOSUQUIDAR,CHEMBL444172,3.0,,527.62,5.21,48.83,1.0,5.0,6.0,O[C@@H](COc1cccc2ncccc12)CN1CCN([C@@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1,chembl,chembl,chembl,,,,False,False,False,3036703.0,,,,,,
TORCETRAPIB,CHEMBL479527,3.0,,600.48,8.2,59.08,0.0,4.0,5.0,CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)OC)C[C@H]1CC,chembl,chembl,chembl,,,,False,False,False,159325.0,,,,,,
NILVADIPINE,CHEMBL517427,3.0,,385.38,2.46,131.56,1.0,8.0,5.0,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,chembl,chembl,chembl,,,,False,False,False,4494.0,,,,,,
SERLOPITANT,CHEMBL447955,3.0,,555.53,7.68,29.54,0.0,3.0,5.0,C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,chembl,chembl,chembl,,,,False,False,False,23653789.0,,,,,,
ALISERTIB,CHEMBL483158,3.0,,518.93,5.75,105.93,2.0,7.0,6.0,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,chembl,chembl,chembl,,,,False,False,False,24771867.0,,,,,,
PEXACERFONT,CHEMBL482950,3.0,,340.43,3.33,77.23,1.0,7.0,5.0,CC[C@@H](C)Nc1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12,chembl,chembl,chembl,,,,False,False,False,9884366.0,,,,,,
ALEGLITAZAR,CHEMBL519504,3.0,,437.52,5.13,81.79,1.0,6.0,9.0,CO[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,chembl,chembl,chembl,,,,False,False,False,10274777.0,,,,,,
RO-0622,CHEMBL519846,3.0,,286.22,-0.95,159.36,3.0,8.0,3.0,[N-]=[N+]=N[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)[C@@H](F)[C@@H]1O,chembl,chembl,chembl,,,,False,False,False,24769759.0,,,,,,
CYTISINICLINE,CHEMBL497939,3.0,,190.25,0.56,34.03,1.0,3.0,0.0,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,chembl,chembl,chembl,,,,False,False,False,10235.0,,,152.0,152-153,218.0,BP: 218 °C at 2 mm Hg
HYDROQUINIDINE,CHEMBL531472,3.0,,326.44,3.4,45.59,1.0,4.0,4.0,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,chembl,chembl,chembl,,,,False,False,False,91503.0,,,,,,
AMIBEGRON HYDROCHLORIDE,CHEMBL545437,3.0,,440.37,3.46,67.79,2.0,5.0,8.0,CCOC(=O)COc1ccc2c(c1)C[C@@H](NC[C@H](O)c1cccc(Cl)c1)CC2.Cl,chembl,chembl,chembl,,,,False,False,False,121888.0,,,,,,
PATIDEGIB,CHEMBL538867,3.0,,504.78,5.03,67.43,2.0,4.0,2.0,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@@]43C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,chembl,chembl,chembl,,,,False,False,False,25027363.0,,,,,,
OTENABANT,CHEMBL562668,3.0,,510.43,4.22,101.96,2.0,7.0,6.0,CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,chembl,chembl,chembl,,,,False,False,False,10052040.0,,,,,,
DANEGAPTIDE,CHEMBL560592,3.0,,291.31,-0.57,112.73,3.0,4.0,4.0,NCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O,chembl,chembl,chembl,,,,False,False,False,16656685.0,,,,,,
